date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:22:55	1542/1542	U--M-Z	200	updated ('OK')	text/xml	etag:%22dc99e98fa7b0ce8373c7f12427a89dbc-gzip%22	http://localhost:8000/ru/comments/feed/	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/ru/comments/feed/index.html	(from http://localhost:8000/ru/)
07:22:55	1680/1680	U--M-Z	200	updated ('OK')	text/xml	etag:%22d3036b67837d057c209928d0d60903a5-gzip%22	http://localhost:8000/ru/feed/	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/ru/feed/index.html	(from http://localhost:8000/ru/)
07:22:55	739/739	U--M-Z	200	updated ('OK')	text/xml	etag:%22dc99e98fa7b0ce8373c7f12427a89dbc-gzip%22	http://localhost:8000/%d0%be-%d0%bd%d0%b0%d1%81/feed/	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/%d0%be-%d0%bd%d0%b0%d1%81/feed/index.html	(from http://localhost:8000/ru/)
07:22:55	1099822/1099822	U-----	200	untouched ('')	image/png	etag:%2210c82e-52852c1268f53%22	http://localhost:8000/wp-content/uploads/2015/02/sea11.png	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/wp-content/uploads/2015/02/sea11.png	(from http://localhost:8000/ru/)
07:22:56	14374/14374	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2020%20Apr%202020%2004:22:55%20GMT	http://localhost:8000/ru/%d0%bf%d1%80%d0%be%d0%b5%d0%ba%d1%82%d1%8b/	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/ru/%d0%bf%d1%80%d0%be%d0%b5%d0%ba%d1%82%d1%8b/index.html	(from http://localhost:8000/ru/)
07:22:56	13830/13830	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2020%20Apr%202020%2004:22:55%20GMT	http://localhost:8000/ru/%d0%bf%d0%b0%d1%80%d1%82%d0%bd%d0%b5%d1%80%d1%8b/	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/ru/%d0%bf%d0%b0%d1%80%d1%82%d0%bd%d0%b5%d1%80%d1%8b/index.html	(from http://localhost:8000/ru/)
07:22:56	14334/14334	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2020%20Apr%202020%2004:22:55%20GMT	http://localhost:8000/ru/%d1%83%d1%81%d0%bb%d1%83%d0%b3%d0%b8/	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/ru/%d1%83%d1%81%d0%bb%d1%83%d0%b3%d0%b8/index.html	(from http://localhost:8000/ru/)
07:22:56	515418/515418	U-----	200	untouched ('')	image/png	etag:%227dd5a-52852c14bb24c%22	http://localhost:8000/wp-content/uploads/2015/02/office2.png	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/wp-content/uploads/2015/02/office2.png	(from http://localhost:8000/ru/)
07:22:56	12684/12684	U--M-Z	200	updated ('OK')	text/html	date:Mon,%2020%20Apr%202020%2004:22:56%20GMT	http://localhost:8000/ru/%d0%ba%d0%be%d0%bd%d1%82%d0%b0%d0%ba%d1%82/	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/ru/%d0%ba%d0%be%d0%bd%d1%82%d0%b0%d0%ba%d1%82/index.html	(from http://localhost:8000/ru/)
07:22:56	376698/376698	U-----	200	untouched ('')	image/png	etag:%225bf7a-52852c1d5537d%22	http://localhost:8000/wp-content/uploads/2015/02/build3-1024x396.png	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/wp-content/uploads/2015/02/build3-1024x396.png	(from http://localhost:8000/projects/)
07:22:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Apr%202020%2004:22:56%20GMT	http://localhost:8000/?p=16	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/index0e62.html	(from http://localhost:8000/projects/)
07:22:56	730/730	U--M-Z	200	updated ('OK')	text/xml	etag:%22dc99e98fa7b0ce8373c7f12427a89dbc-gzip%22	http://localhost:8000/projects/feed/	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/projects/feed/index.html	(from http://localhost:8000/projects/)
07:22:57	1029814/1029814	U-----	200	untouched ('')	image/png	etag:%22fb6b6-52852c0cfae7d%22	http://localhost:8000/wp-content/uploads/2015/02/tal22.png	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/wp-content/uploads/2015/02/tal22.png	(from http://localhost:8000/services/)
07:22:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Apr%202020%2004:22:56%20GMT	http://localhost:8000/?p=12	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/index678b.html	(from http://localhost:8000/services/)
07:22:57	419636/419636	U-----	200	untouched ('')	image/png	etag:%2266734-52852c111c310%22	http://localhost:8000/wp-content/uploads/2015/02/stocks3-1024x431.png	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/wp-content/uploads/2015/02/stocks3-1024x431.png	(from http://localhost:8000/services/)
07:22:57	730/730	U--M-Z	200	updated ('OK')	text/xml	etag:%22dc99e98fa7b0ce8373c7f12427a89dbc-gzip%22	http://localhost:8000/services/feed/	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/services/feed/index.html	(from http://localhost:8000/services/)
07:22:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Apr%202020%2004:22:57%20GMT	http://localhost:8000/?p=103	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/indexe6f0.html	(from http://localhost:8000/partners/)
07:22:57	86260/86260	U-----	200	untouched ('')	image/jpeg	etag:%22150f4-52852c13eac99%22	http://localhost:8000/wp-content/uploads/2015/02/paperclips.jpg	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/wp-content/uploads/2015/02/paperclips.jpg	(from http://localhost:8000/partners/)
07:22:57	336440/336440	U-----	200	untouched ('')	image/png	etag:%2252238-52852c18aecea%22	http://localhost:8000/wp-content/uploads/2015/02/mesto-1024x319.png	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/wp-content/uploads/2015/02/mesto-1024x319.png	(from http://localhost:8000/contact/)
07:22:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Apr%202020%2004:22:57%20GMT	http://localhost:8000/?p=20	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/index341b.html	(from http://localhost:8000/contact/)
07:22:58	797/797	U--M-Z	200	updated ('OK')	text/xml	etag:%22dc99e98fa7b0ce8373c7f12427a89dbc-gzip%22	http://localhost:8000/ru/%d0%bf%d1%80%d0%be%d0%b5%d0%ba%d1%82%d1%8b/feed/	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/ru/%d0%bf%d1%80%d0%be%d0%b5%d0%ba%d1%82%d1%8b/feed/index.html	(from http://localhost:8000/ru/%d0%bf%d1%80%d0%be%d0%b5%d0%ba%d1%82%d1%8b/)
07:22:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Apr%202020%2004:22:58%20GMT	http://localhost:8000/?p=14	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/index0b69.html	(from http://localhost:8000/ru/%d0%bf%d1%80%d0%be%d0%b5%d0%ba%d1%82%d1%8b/)
07:22:58	127187/127187	U-----	200	untouched ('')	image/jpeg	etag:%221f0d3-52852c1a18ab7%22	http://localhost:8000/wp-content/uploads/2015/02/invest1-1024x402.jpg	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/wp-content/uploads/2015/02/invest1-1024x402.jpg	(from http://localhost:8000/ru/%d0%bf%d1%80%d0%be%d0%b5%d0%ba%d1%82%d1%8b/)
07:22:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Apr%202020%2004:22:58%20GMT	http://localhost:8000/?p=10	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/index64b4.html	(from http://localhost:8000/ru/%d1%83%d1%81%d0%bb%d1%83%d0%b3%d0%b8/)
07:22:59	100478/100478	U-----	200	untouched ('')	image/jpeg	etag:%221887e-52852c1ea43ba%22	http://localhost:8000/wp-content/uploads/2015/02/build2-1024x384.jpg	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/wp-content/uploads/2015/02/build2-1024x384.jpg	(from http://localhost:8000/ru/%d1%83%d1%81%d0%bb%d1%83%d0%b3%d0%b8/)
07:22:59	789/789	U--M-Z	200	updated ('OK')	text/xml	etag:%22dc99e98fa7b0ce8373c7f12427a89dbc-gzip%22	http://localhost:8000/ru/%d1%83%d1%81%d0%bb%d1%83%d0%b3%d0%b8/feed/	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/ru/%d1%83%d1%81%d0%bb%d1%83%d0%b3%d0%b8/feed/index.html	(from http://localhost:8000/ru/%d1%83%d1%81%d0%bb%d1%83%d0%b3%d0%b8/)
07:22:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Apr%202020%2004:22:59%20GMT	http://localhost:8000/?p=101	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/index198a.html	(from http://localhost:8000/ru/%d0%bf%d0%b0%d1%80%d1%82%d0%bd%d0%b5%d1%80%d1%8b/)
07:22:59	234823/234823	U-----	200	untouched ('')	image/png	etag:%2239547-52852c1bad036%22	http://localhost:8000/wp-content/uploads/2015/02/collaboration1-1024x416.png	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/wp-content/uploads/2015/02/collaboration1-1024x416.png	(from http://localhost:8000/ru/%d0%bf%d0%b0%d1%80%d1%82%d0%bd%d0%b5%d1%80%d1%8b/)
07:22:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Apr%202020%2004:22:59%20GMT	http://localhost:8000/?p=18	C:/Users/artem/mystuff/projects/prosperus2/site_clone/prosperus/localhost_8000/index0735.html	(from http://localhost:8000/ru/%d0%ba%d0%be%d0%bd%d1%82%d0%b0%d0%ba%d1%82/)
